amount,bin,status,fraud,BankFrequency,AmountCategory,AmountMark
amount below 500,463186,paid,0,30,1.0,250.0
amount below 500,522174,paid,0,31,1.0,250.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 2000,493172,paid,0,135,4.0,1750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 2500,529091,paid,0,63,5.0,2250.0
amount below 1000,410181,paid,0,72,2.0,750.0
amount below 1500,426807,paid,0,86,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1500,477292,paid,0,11,3.0,1250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 2500,477291,paid,0,531,5.0,2250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 1000,518899,paid,0,65,2.0,750.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 1000,446542,paid,0,7,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 500,477292,paid,0,11,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 500,376725,paid,0,2,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,554629,paid,0,76,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 2000,416916,paid,0,73,4.0,1750.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,370782,paid,0,10,2.0,750.0
amount below 500,528851,paid,0,92,1.0,250.0
amount below 2000,547096,paid,0,54,4.0,1750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1000,370787,paid,0,29,2.0,750.0
amount below 500,554629,paid,0,76,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 2000,474472,paid,0,6,4.0,1750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,545631,paid,0,8,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,455545,paid,0,45,2.0,750.0
amount below 2000,459418,paid,0,1,4.0,1750.0
amount below 1500,477213,paid,0,370,3.0,1250.0
amount below 1000,522130,paid,0,17,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 2000,477291,paid,0,531,4.0,1750.0
amount below 1000,473701,paid,0,68,2.0,750.0
amount below 500,473701,paid,0,68,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,376662,paid,0,6,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,405306,paid,0,57,3.0,1250.0
amount below 2000,477213,paid,0,370,4.0,1750.0
amount below 6500,415231,paid,0,1060,13.0,6250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,528851,paid,0,92,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1000,506299,paid,0,5,2.0,750.0
amount below 500,554900,paid,0,11,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,545375,paid,0,53,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,420199,paid,0,43,2.0,750.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 500,528851,paid,0,92,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 2500,522130,paid,0,17,5.0,2250.0
amount below 1000,512809,paid,0,9,2.0,750.0
amount below 6000,477214,paid,0,196,12.0,5750.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,417849,paid,0,41,2.0,750.0
amount below 1500,506299,paid,0,5,3.0,1250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1500,517712,paid,0,99,3.0,1250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,525424,paid,0,14,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1500,518853,paid,0,46,3.0,1250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 4000,493172,paid,0,135,8.0,3750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,540533,paid,0,6,1.0,250.0
amount below 1000,473701,paid,0,68,2.0,750.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 1500,493161,paid,0,203,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,455545,paid,0,45,1.0,250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 1500,557905,paid,0,12,3.0,1250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 4500,491375,paid,0,42,9.0,4250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 1500,376661,paid,0,10,3.0,1250.0
amount below 3000,455255,paid,0,194,6.0,2750.0
amount below 1500,425981,paid,0,77,3.0,1250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 500,533609,paid,0,53,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,416502,paid,0,28,2.0,750.0
amount below 1000,402766,paid,0,41,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1500,512048,paid,0,4,3.0,1250.0
amount below 1500,493172,paid,0,135,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1500,529091,paid,0,63,3.0,1250.0
amount below 1000,410180,paid,0,26,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 1000,410181,paid,0,72,2.0,750.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 2500,491089,paid,0,197,5.0,2250.0
amount below 1000,436401,paid,0,20,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 500,535875,paid,0,46,1.0,250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1000,529001,paid,0,42,2.0,750.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 2000,528843,paid,0,282,4.0,1750.0
amount below 500,426807,paid,0,86,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 2000,554629,paid,0,76,4.0,1750.0
amount below 2500,541290,paid,0,12,5.0,2250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 2000,466057,paid,0,1,4.0,1750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 6000,517712,paid,0,99,12.0,5750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,530756,paid,0,12,1.0,250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 2500,370781,paid,0,10,5.0,2250.0
amount below 1000,436401,paid,0,20,2.0,750.0
amount below 1000,370787,paid,0,29,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,530756,paid,0,12,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1500,558426,paid,0,30,3.0,1250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 2500,376705,paid,0,4,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 1500,558426,paid,0,30,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,518853,paid,0,46,1.0,250.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 4000,493173,paid,0,163,8.0,3750.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 1000,455514,paid,0,34,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,410181,paid,0,72,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,457037,paid,0,1,2.0,750.0
amount below 3000,554629,paid,0,76,6.0,2750.0
amount below 2000,376690,paid,0,25,4.0,1750.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,547096,paid,0,54,3.0,1250.0
amount below 500,410181,paid,0,72,1.0,250.0
amount below 4000,549138,paid,0,399,8.0,3750.0
amount below 3500,557907,paid,0,269,7.0,3250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1000,518853,paid,0,46,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1500,436401,paid,0,20,3.0,1250.0
amount below 1500,455500,paid,0,33,3.0,1250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1500,405306,paid,0,57,3.0,1250.0
amount below 4500,415231,paid,0,1060,9.0,4250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 2000,549949,paid,0,91,4.0,1750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 3500,525678,paid,0,496,7.0,3250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,455513,paid,0,63,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 3000,477213,paid,0,370,6.0,2750.0
amount below 1500,491573,paid,0,13,3.0,1250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,547068,paid,0,5,1.0,250.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 500,370780,paid,0,7,1.0,250.0
amount below 2500,455514,paid,0,34,5.0,2250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1500,535875,paid,0,46,3.0,1250.0
amount below 1000,370780,paid,0,7,2.0,750.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 2000,547046,paid,0,207,4.0,1750.0
amount below 5500,421316,paid,0,212,11.0,5250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,497874,paid,0,2,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 2500,557910,paid,0,418,5.0,2250.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 4000,415231,paid,0,1060,8.0,3750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1000,420199,paid,0,43,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 2000,491366,paid,0,15,4.0,1750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,376679,paid,0,6,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 3000,554629,paid,0,76,6.0,2750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 1500,405930,paid,0,51,3.0,1250.0
amount below 500,854873,paid,0,2,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,420199,paid,0,43,2.0,750.0
amount below 1500,493158,paid,0,54,3.0,1250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 500,435769,paid,0,1,1.0,250.0
amount below 500,522130,paid,0,17,1.0,250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,426807,paid,0,86,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 2500,473701,paid,0,68,5.0,2250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,518899,paid,0,65,2.0,750.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 1000,408245,paid,0,32,2.0,750.0
amount below 3000,415231,paid,0,1060,6.0,2750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,473701,paid,0,68,1.0,250.0
amount below 1000,421364,paid,0,46,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1500,491284,paid,0,156,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 500,497804,paid,0,1,1.0,250.0
amount below 2000,491283,paid,0,183,4.0,1750.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 2000,549949,paid,0,91,4.0,1750.0
amount below 1500,421364,paid,0,46,3.0,1250.0
amount below 500,547068,paid,0,5,1.0,250.0
amount below 500,414709,paid,0,4,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,446351,paid,0,20,2.0,750.0
amount below 500,402766,paid,0,41,1.0,250.0
amount below 1000,446351,paid,0,20,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,547068,paid,0,5,1.0,250.0
amount below 2000,491283,paid,0,183,4.0,1750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,491871,paid,0,12,1.0,250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 3000,547046,paid,0,207,6.0,2750.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 1500,425981,paid,0,77,3.0,1250.0
amount below 500,405306,paid,0,57,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 3500,549138,paid,0,399,7.0,3250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 1500,518899,paid,0,65,3.0,1250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1500,525424,paid,0,14,3.0,1250.0
amount below 1500,493135,paid,0,5,3.0,1250.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 2500,517712,paid,0,99,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 2000,547046,paid,0,207,4.0,1750.0
amount below 1000,455505,paid,0,7,2.0,750.0
amount below 1500,376673,paid,0,6,3.0,1250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 2000,494133,paid,0,30,4.0,1750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 2000,477291,paid,0,531,4.0,1750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 500,426807,paid,0,86,1.0,250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,518853,paid,0,46,1.0,250.0
amount below 500,547096,paid,0,54,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,547380,paid,0,34,2.0,750.0
amount below 2000,491284,paid,0,156,4.0,1750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1000,491280,paid,0,16,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 2000,531444,paid,0,48,4.0,1750.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 3500,520416,paid,0,461,7.0,3250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,402766,paid,0,41,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 1000,518899,paid,0,65,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,402766,paid,0,41,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,376662,paid,0,6,2.0,750.0
amount below 1500,477213,paid,0,370,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,531444,paid,0,48,1.0,250.0
amount below 500,370782,paid,0,10,1.0,250.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,558306,paid,0,7,2.0,750.0
amount below 2000,544204,paid,0,63,4.0,1750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 1500,547146,paid,0,94,3.0,1250.0
amount below 500,531444,paid,0,48,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 3000,477213,paid,0,370,6.0,2750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 3000,520416,paid,0,461,6.0,2750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 2500,455500,paid,0,33,5.0,2250.0
amount below 1000,402766,paid,0,41,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,436401,paid,0,20,1.0,250.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 3000,491089,paid,0,197,6.0,2750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1000,441545,paid,0,7,2.0,750.0
amount below 2000,547046,paid,0,207,4.0,1750.0
amount below 2500,547146,paid,0,94,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1500,520021,paid,0,38,3.0,1250.0
amount below 500,540845,paid,0,12,1.0,250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 1500,557907,paid,0,269,3.0,1250.0
